date,lot_id,washing_start,washing_end,filter_press_start,filter_press_end,dry_start,dry_end,cooler_start,cooler_end,shifter_start,shifter_end,ems_start,ems_end,packing_start,packing_end,target_icp3
2022-10-02,221002273,2022-10-02 08:00:00,2022-10-02 11:59:00,2022-10-02 11:59:00,2022-10-02 16:01:00,2022-10-02 19:55:00,2022-10-03 19:38:00,2022-10-03 21:38:00,2022-10-04 01:27:00,2022-10-04 01:27:00,2022-10-04 05:38:00,2022-10-04 05:38:00,2022-10-04 09:47:00,2022-10-04 09:47:00,2022-10-04 13:49:00,0.4072
2022-10-03,221003274,2022-10-03 08:00:00,2022-10-03 12:07:00,2022-10-03 12:07:00,2022-10-03 15:58:00,2022-10-03 19:38:00,2022-10-04 19:47:00,2022-10-04 21:47:00,2022-10-05 01:46:00,2022-10-05 01:46:00,2022-10-05 05:51:00,2022-10-05 05:51:00,2022-10-05 09:55:00,2022-10-05 09:55:00,2022-10-05 14:06:00,0.451
2022-10-04,221004275,2022-10-04 08:00:00,2022-10-04 12:03:00,2022-10-04 12:03:00,2022-10-04 16:11:00,2022-10-04 19:47:00,2022-10-05 19:24:00,2022-10-05 21:24:00,2022-10-06 01:30:00,2022-10-06 01:30:00,2022-10-06 05:38:00,2022-10-06 05:38:00,2022-10-06 09:45:00,2022-10-06 09:45:00,2022-10-06 13:55:00,0.5572
2022-10-05,221005276,2022-10-05 08:00:00,2022-10-05 12:11:00,2022-10-05 12:11:00,2022-10-05 16:20:00,2022-10-05 19:24:00,2022-10-06 19:42:00,2022-10-06 21:42:00,2022-10-07 01:35:00,2022-10-07 01:35:00,2022-10-07 05:32:00,2022-10-07 05:32:00,2022-10-07 09:43:00,2022-10-07 09:43:00,2022-10-07 13:49:00,0.6067
2022-10-06,221006277,2022-10-06 08:00:00,2022-10-06 11:57:00,2022-10-06 11:57:00,2022-10-06 16:01:00,2022-10-06 19:42:00,2022-10-07 19:32:00,2022-10-07 21:32:00,2022-10-08 01:29:00,2022-10-08 01:29:00,2022-10-08 05:32:00,2022-10-08 05:32:00,2022-10-08 09:22:00,2022-10-08 09:22:00,2022-10-08 13:30:00,0.6885
2022-10-07,221007278,2022-10-07 08:00:00,2022-10-07 12:06:00,2022-10-07 12:06:00,2022-10-07 16:17:00,2022-10-07 19:32:00,2022-10-08 19:32:00,2022-10-08 21:32:00,2022-10-09 01:23:00,2022-10-09 01:23:00,2022-10-09 05:18:00,2022-10-09 05:18:00,2022-10-09 09:21:00,2022-10-09 09:21:00,2022-10-09 13:09:00,0.5443
2022-10-08,221008279,2022-10-08 08:00:00,2022-10-08 11:56:00,2022-10-08 11:56:00,2022-10-08 15:58:00,2022-10-08 19:32:00,2022-10-09 19:04:00,2022-10-09 21:04:00,2022-10-10 00:52:00,2022-10-10 00:52:00,2022-10-10 04:57:00,2022-10-10 04:57:00,2022-10-10 08:54:00,2022-10-10 08:54:00,2022-10-10 12:58:00,0.4832
2022-10-09,221009280,2022-10-09 08:00:00,2022-10-09 11:48:00,2022-10-09 11:48:00,2022-10-09 15:55:00,2022-10-09 19:04:00,2022-10-10 18:44:00,2022-10-10 20:44:00,2022-10-11 00:34:00,2022-10-11 00:34:00,2022-10-11 04:24:00,2022-10-11 04:24:00,2022-10-11 08:23:00,2022-10-11 08:23:00,2022-10-11 12:23:00,0.6131
2022-10-10,221010281,2022-10-10 08:00:00,2022-10-10 12:02:00,2022-10-10 12:02:00,2022-10-10 16:11:00,2022-10-10 18:44:00,2022-10-11 19:06:00,2022-10-11 21:06:00,2022-10-12 00:58:00,2022-10-12 00:58:00,2022-10-12 05:03:00,2022-10-12 05:03:00,2022-10-12 09:00:00,2022-10-12 09:00:00,2022-10-12 13:00:00,0.1489
2022-10-11,221011282,2022-10-11 08:00:00,2022-10-11 12:10:00,2022-10-11 12:10:00,2022-10-11 16:15:00,2022-10-11 19:06:00,2022-10-12 18:37:00,2022-10-12 20:37:00,2022-10-13 00:43:00,2022-10-13 00:43:00,2022-10-13 04:43:00,2022-10-13 04:43:00,2022-10-13 08:43:00,2022-10-13 08:43:00,2022-10-13 12:50:00,0.8066
2022-10-12,221012283,2022-10-12 08:00:00,2022-10-12 11:51:00,2022-10-12 11:51:00,2022-10-12 15:45:00,2022-10-12 18:37:00,2022-10-13 18:28:00,2022-10-13 20:28:00,2022-10-14 00:30:00,2022-10-14 00:30:00,2022-10-14 04:24:00,2022-10-14 04:24:00,2022-10-14 08:28:00,2022-10-14 08:28:00,2022-10-14 12:30:00,0.2957
2022-10-13,221013284,2022-10-13 08:00:00,2022-10-13 12:07:00,2022-10-13 12:07:00,2022-10-13 16:15:00,2022-10-13 18:28:00,2022-10-14 18:54:00,2022-10-14 20:54:00,2022-10-15 00:58:00,2022-10-15 00:58:00,2022-10-15 05:06:00,2022-10-15 05:06:00,2022-10-15 09:09:00,2022-10-15 09:09:00,2022-10-15 13:00:00,0.7039
2022-10-14,221014285,2022-10-14 08:00:00,2022-10-14 12:01:00,2022-10-14 12:01:00,2022-10-14 15:54:00,2022-10-14 18:54:00,2022-10-15 19:10:00,2022-10-15 21:10:00,2022-10-16 01:21:00,2022-10-16 01:21:00,2022-10-16 05:18:00,2022-10-16 05:18:00,2022-10-16 09:25:00,2022-10-16 09:25:00,2022-10-16 13:32:00,0.6697
2022-10-15,221015286,2022-10-15 08:00:00,2022-10-15 12:01:00,2022-10-15 12:01:00,2022-10-15 15:55:00,2022-10-15 19:10:00,2022-10-16 19:27:00,2022-10-16 21:27:00,2022-10-17 01:34:00,2022-10-17 01:34:00,2022-10-17 05:25:00,2022-10-17 05:25:00,2022-10-17 09:35:00,2022-10-17 09:35:00,2022-10-17 13:44:00,0.5065
2022-10-16,221016287,2022-10-16 08:00:00,2022-10-16 12:02:00,2022-10-16 12:02:00,2022-10-16 16:12:00,2022-10-16 19:27:00,2022-10-17 19:32:00,2022-10-17 21:32:00,2022-10-18 01:38:00,2022-10-18 01:38:00,2022-10-18 05:31:00,2022-10-18 05:31:00,2022-10-18 09:42:00,2022-10-18 09:42:00,2022-10-18 13:46:00,0.349
2022-10-17,221017288,2022-10-17 08:00:00,2022-10-17 12:00:00,2022-10-17 12:00:00,2022-10-17 15:56:00,2022-10-17 19:32:00,2022-10-18 19:38:00,2022-10-18 21:38:00,2022-10-19 01:47:00,2022-10-19 01:47:00,2022-10-19 05:42:00,2022-10-19 05:42:00,2022-10-19 09:43:00,2022-10-19 09:43:00,2022-10-19 13:43:00,0.4222
2022-10-18,221018289,2022-10-18 08:00:00,2022-10-18 12:01:00,2022-10-18 12:01:00,2022-10-18 16:01:00,2022-10-18 19:38:00,2022-10-19 19:18:00,2022-10-19 21:18:00,2022-10-20 01:23:00,2022-10-20 01:23:00,2022-10-20 05:18:00,2022-10-20 05:18:00,2022-10-20 09:06:00,2022-10-20 09:06:00,2022-10-20 13:04:00,0.3986
2022-10-19,221019290,2022-10-19 08:00:00,2022-10-19 12:04:00,2022-10-19 12:04:00,2022-10-19 16:12:00,2022-10-19 19:18:00,2022-10-20 18:55:00,2022-10-20 20:55:00,2022-10-21 01:03:00,2022-10-21 01:03:00,2022-10-21 04:56:00,2022-10-21 04:56:00,2022-10-21 08:58:00,2022-10-21 08:58:00,2022-10-21 13:02:00,0.2337
2022-10-20,221020291,2022-10-20 08:00:00,2022-10-20 11:49:00,2022-10-20 11:49:00,2022-10-20 15:53:00,2022-10-20 18:55:00,2022-10-21 18:29:00,2022-10-21 20:29:00,2022-10-22 00:17:00,2022-10-22 00:17:00,2022-10-22 04:21:00,2022-10-22 04:21:00,2022-10-22 08:19:00,2022-10-22 08:19:00,2022-10-22 12:16:00,0.4638
2022-10-21,221021292,2022-10-21 08:00:00,2022-10-21 11:52:00,2022-10-21 11:52:00,2022-10-21 15:47:00,2022-10-21 18:29:00,2022-10-22 18:15:00,2022-10-22 20:15:00,2022-10-23 00:11:00,2022-10-23 00:11:00,2022-10-23 04:08:00,2022-10-23 04:08:00,2022-10-23 08:06:00,2022-10-23 08:06:00,2022-10-23 12:15:00,0.5956
2022-10-22,221022293,2022-10-22 08:00:00,2022-10-22 11:49:00,2022-10-22 11:49:00,2022-10-22 15:41:00,2022-10-22 18:15:00,2022-10-23 18:33:00,2022-10-23 20:33:00,2022-10-24 00:39:00,2022-10-24 00:39:00,2022-10-24 04:49:00,2022-10-24 04:49:00,2022-10-24 08:59:00,2022-10-24 08:59:00,2022-10-24 13:06:00,0.2333
2022-10-23,221023294,2022-10-23 08:00:00,2022-10-23 12:04:00,2022-10-23 12:04:00,2022-10-23 16:13:00,2022-10-23 18:33:00,2022-10-24 18:10:00,2022-10-24 20:10:00,2022-10-25 00:08:00,2022-10-25 00:08:00,2022-10-25 04:05:00,2022-10-25 04:05:00,2022-10-25 07:54:00,2022-10-25 07:54:00,2022-10-25 11:51:00,0.6012
2022-10-24,221024295,2022-10-24 08:00:00,2022-10-24 11:53:00,2022-10-24 11:53:00,2022-10-24 15:46:00,2022-10-24 18:10:00,2022-10-25 18:29:00,2022-10-25 20:29:00,2022-10-26 00:30:00,2022-10-26 00:30:00,2022-10-26 04:33:00,2022-10-26 04:33:00,2022-10-26 08:21:00,2022-10-26 08:21:00,2022-10-26 12:20:00,0.626
2022-10-25,221025296,2022-10-25 08:00:00,2022-10-25 11:52:00,2022-10-25 11:52:00,2022-10-25 15:40:00,2022-10-25 18:29:00,2022-10-26 18:25:00,2022-10-26 20:25:00,2022-10-27 00:35:00,2022-10-27 00:35:00,2022-10-27 04:31:00,2022-10-27 04:31:00,2022-10-27 08:39:00,2022-10-27 08:39:00,2022-10-27 12:39:00,0.6253
2022-10-26,221026297,2022-10-26 08:00:00,2022-10-26 12:01:00,2022-10-26 12:01:00,2022-10-26 15:58:00,2022-10-26 18:25:00,2022-10-27 18:26:00,2022-10-27 20:26:00,2022-10-28 00:29:00,2022-10-28 00:29:00,2022-10-28 04:30:00,2022-10-28 04:30:00,2022-10-28 08:28:00,2022-10-28 08:28:00,2022-10-28 12:18:00,0.4122
2022-10-27,221027298,2022-10-27 08:00:00,2022-10-27 12:04:00,2022-10-27 12:04:00,2022-10-27 15:54:00,2022-10-27 18:26:00,2022-10-28 18:30:00,2022-10-28 20:30:00,2022-10-29 00:41:00,2022-10-29 00:41:00,2022-10-29 04:38:00,2022-10-29 04:38:00,2022-10-29 08:29:00,2022-10-29 08:29:00,2022-10-29 12:26:00,0.2502
2022-10-28,221028299,2022-10-28 08:00:00,2022-10-28 12:08:00,2022-10-28 12:08:00,2022-10-28 16:02:00,2022-10-28 18:30:00,2022-10-29 18:04:00,2022-10-29 20:04:00,2022-10-29 23:57:00,2022-10-29 23:57:00,2022-10-30 03:56:00,2022-10-30 03:56:00,2022-10-30 07:45:00,2022-10-30 07:45:00,2022-10-30 11:42:00,0.4908
2022-10-29,221029300,2022-10-29 08:00:00,2022-10-29 12:00:00,2022-10-29 12:00:00,2022-10-29 16:04:00,2022-10-29 18:04:00,2022-10-30 17:36:00,2022-10-30 19:36:00,2022-10-30 23:33:00,2022-10-30 23:33:00,2022-10-31 03:44:00,2022-10-31 03:44:00,2022-10-31 07:47:00,2022-10-31 07:47:00,2022-10-31 11:54:00,0.4519
2022-10-30,221030301,2022-10-30 08:00:00,2022-10-30 12:10:00,2022-10-30 12:10:00,2022-10-30 16:08:00,2022-10-30 17:36:00,2022-10-31 17:44:00,2022-10-31 19:44:00,2022-10-31 23:42:00,2022-10-31 23:42:00,2022-11-01 03:37:00,2022-11-01 03:37:00,2022-11-01 07:43:00,2022-11-01 07:43:00,2022-11-01 11:31:00,0.705
2022-10-31,221031302,2022-10-31 08:00:00,2022-10-31 12:04:00,2022-10-31 12:04:00,2022-10-31 16:13:00,2022-10-31 17:44:00,2022-11-01 17:41:00,2022-11-01 19:41:00,2022-11-01 23:36:00,2022-11-01 23:36:00,2022-11-02 03:27:00,2022-11-02 03:27:00,2022-11-02 07:31:00,2022-11-02 07:31:00,2022-11-02 11:34:00,0.4238
2022-11-01,221101303,2022-11-01 08:00:00,2022-11-01 11:59:00,2022-11-01 11:59:00,2022-11-01 15:49:00,2022-11-01 17:41:00,2022-11-02 18:03:00,2022-11-02 20:03:00,2022-11-02 23:57:00,2022-11-02 23:57:00,2022-11-03 03:45:00,2022-11-03 03:45:00,2022-11-03 07:54:00,2022-11-03 07:54:00,2022-11-03 11:54:00,0.7126
2022-11-02,221102304,2022-11-02 08:00:00,2022-11-02 11:50:00,2022-11-02 11:50:00,2022-11-02 15:55:00,2022-11-02 18:03:00,2022-11-03 18:25:00,2022-11-03 20:25:00,2022-11-04 00:16:00,2022-11-04 00:16:00,2022-11-04 04:25:00,2022-11-04 04:25:00,2022-11-04 08:28:00,2022-11-04 08:28:00,2022-11-04 12:38:00,0.5937
2022-11-03,221103305,2022-11-03 08:00:00,2022-11-03 12:10:00,2022-11-03 12:10:00,2022-11-03 16:03:00,2022-11-03 18:25:00,2022-11-04 18:44:00,2022-11-04 20:44:00,2022-11-05 00:54:00,2022-11-05 00:54:00,2022-11-05 05:05:00,2022-11-05 05:05:00,2022-11-05 09:12:00,2022-11-05 09:12:00,2022-11-05 13:11:00,0.5016
2022-11-04,221104306,2022-11-04 08:00:00,2022-11-04 11:55:00,2022-11-04 11:55:00,2022-11-04 16:06:00,2022-11-04 18:44:00,2022-11-05 18:55:00,2022-11-05 20:55:00,2022-11-06 01:01:00,2022-11-06 01:01:00,2022-11-06 04:55:00,2022-11-06 04:55:00,2022-11-06 08:57:00,2022-11-06 08:57:00,2022-11-06 12:49:00,0.031
2022-11-05,221105307,2022-11-05 08:00:00,2022-11-05 12:02:00,2022-11-05 12:02:00,2022-11-05 16:08:00,2022-11-05 18:55:00,2022-11-06 19:22:00,2022-11-06 21:22:00,2022-11-07 01:26:00,2022-11-07 01:26:00,2022-11-07 05:18:00,2022-11-07 05:18:00,2022-11-07 09:23:00,2022-11-07 09:23:00,2022-11-07 13:27:00,0.406
2022-11-06,221106308,2022-11-06 08:00:00,2022-11-06 11:58:00,2022-11-06 11:58:00,2022-11-06 15:52:00,2022-11-06 19:22:00,2022-11-07 19:18:00,2022-11-07 21:18:00,2022-11-08 01:10:00,2022-11-08 01:10:00,2022-11-08 05:11:00,2022-11-08 05:11:00,2022-11-08 09:18:00,2022-11-08 09:18:00,2022-11-08 13:23:00,0.4787
2022-11-07,221107309,2022-11-07 08:00:00,2022-11-07 11:58:00,2022-11-07 11:58:00,2022-11-07 16:01:00,2022-11-07 19:18:00,2022-11-08 19:28:00,2022-11-08 21:28:00,2022-11-09 01:37:00,2022-11-09 01:37:00,2022-11-09 05:38:00,2022-11-09 05:38:00,2022-11-09 09:46:00,2022-11-09 09:46:00,2022-11-09 13:45:00,0.2152
2022-11-08,221108310,2022-11-08 08:00:00,2022-11-08 11:59:00,2022-11-08 11:59:00,2022-11-08 16:02:00,2022-11-08 19:28:00,2022-11-09 19:52:00,2022-11-09 21:52:00,2022-11-10 01:45:00,2022-11-10 01:45:00,2022-11-10 05:46:00,2022-11-10 05:46:00,2022-11-10 09:54:00,2022-11-10 09:54:00,2022-11-10 14:00:00,0.4552
2022-11-09,221109311,2022-11-09 08:00:00,2022-11-09 12:02:00,2022-11-09 12:02:00,2022-11-09 16:13:00,2022-11-09 19:52:00,2022-11-10 20:01:00,2022-11-10 22:01:00,2022-11-11 01:49:00,2022-11-11 01:49:00,2022-11-11 05:40:00,2022-11-11 05:40:00,2022-11-11 09:42:00,2022-11-11 09:42:00,2022-11-11 13:46:00,0.287
2022-11-10,221110312,2022-11-10 08:00:00,2022-11-10 12:01:00,2022-11-10 12:01:00,2022-11-10 16:03:00,2022-11-10 20:01:00,2022-11-11 19:54:00,2022-11-11 21:54:00,2022-11-12 01:49:00,2022-11-12 01:49:00,2022-11-12 05:52:00,2022-11-12 05:52:00,2022-11-12 09:42:00,2022-11-12 09:42:00,2022-11-12 13:41:00,0.3917
2022-11-11,221111313,2022-11-11 08:00:00,2022-11-11 12:02:00,2022-11-11 12:02:00,2022-11-11 16:08:00,2022-11-11 19:54:00,2022-11-12 19:51:00,2022-11-12 21:51:00,2022-11-13 01:54:00,2022-11-13 01:54:00,2022-11-13 05:52:00,2022-11-13 05:52:00,2022-11-13 09:49:00,2022-11-13 09:49:00,2022-11-13 13:49:00,0.4823
2022-11-12,221112314,2022-11-12 08:00:00,2022-11-12 12:10:00,2022-11-12 12:10:00,2022-11-12 16:11:00,2022-11-12 19:51:00,2022-11-13 19:30:00,2022-11-13 21:30:00,2022-11-14 01:40:00,2022-11-14 01:40:00,2022-11-14 05:37:00,2022-11-14 05:37:00,2022-11-14 09:33:00,2022-11-14 09:33:00,2022-11-14 13:43:00,0.4408
2022-11-13,221113315,2022-11-13 08:00:00,2022-11-13 12:02:00,2022-11-13 12:02:00,2022-11-13 15:57:00,2022-11-13 19:30:00,2022-11-14 19:48:00,2022-11-14 21:48:00,2022-11-15 01:41:00,2022-11-15 01:41:00,2022-11-15 05:39:00,2022-11-15 05:39:00,2022-11-15 09:41:00,2022-11-15 09:41:00,2022-11-15 13:48:00,0.5685
2022-11-14,221114316,2022-11-14 08:00:00,2022-11-14 12:08:00,2022-11-14 12:08:00,2022-11-14 16:01:00,2022-11-14 19:48:00,2022-11-15 19:22:00,2022-11-15 21:22:00,2022-11-16 01:22:00,2022-11-16 01:22:00,2022-11-16 05:29:00,2022-11-16 05:29:00,2022-11-16 09:23:00,2022-11-16 09:23:00,2022-11-16 13:12:00,0.6741
2022-11-15,221115317,2022-11-15 08:00:00,2022-11-15 12:07:00,2022-11-15 12:07:00,2022-11-15 16:08:00,2022-11-15 19:22:00,2022-11-16 19:00:00,2022-11-16 21:00:00,2022-11-17 01:08:00,2022-11-17 01:08:00,2022-11-17 05:01:00,2022-11-17 05:01:00,2022-11-17 09:07:00,2022-11-17 09:07:00,2022-11-17 12:55:00,0.3934
2022-11-16,221116318,2022-11-16 08:00:00,2022-11-16 11:50:00,2022-11-16 11:50:00,2022-11-16 15:51:00,2022-11-16 19:00:00,2022-11-17 19:08:00,2022-11-17 21:08:00,2022-11-18 01:17:00,2022-11-18 01:17:00,2022-11-18 05:27:00,2022-11-18 05:27:00,2022-11-18 09:29:00,2022-11-18 09:29:00,2022-11-18 13:40:00,0.5064
2022-11-17,221117319,2022-11-17 08:00:00,2022-11-17 11:56:00,2022-11-17 11:56:00,2022-11-17 15:54:00,2022-11-17 19:08:00,2022-11-18 19:16:00,2022-11-18 21:16:00,2022-11-19 01:22:00,2022-11-19 01:22:00,2022-11-19 05:20:00,2022-11-19 05:20:00,2022-11-19 09:22:00,2022-11-19 09:22:00,2022-11-19 13:14:00,0.5946
2022-11-18,221118320,2022-11-18 08:00:00,2022-11-18 12:10:00,2022-11-18 12:10:00,2022-11-18 16:00:00,2022-11-18 19:16:00,2022-11-19 19:25:00,2022-11-19 21:25:00,2022-11-20 01:19:00,2022-11-20 01:19:00,2022-11-20 05:25:00,2022-11-20 05:25:00,2022-11-20 09:22:00,2022-11-20 09:22:00,2022-11-20 13:19:00,0.5476
2022-11-19,221119321,2022-11-19 08:00:00,2022-11-19 12:10:00,2022-11-19 12:10:00,2022-11-19 16:12:00,2022-11-19 19:25:00,2022-11-20 19:14:00,2022-11-20 21:14:00,2022-11-21 01:09:00,2022-11-21 01:09:00,2022-11-21 05:15:00,2022-11-21 05:15:00,2022-11-21 09:09:00,2022-11-21 09:09:00,2022-11-21 13:08:00,0.1
2022-11-20,221120322,2022-11-20 08:00:00,2022-11-20 11:48:00,2022-11-20 11:48:00,2022-11-20 15:56:00,2022-11-20 19:14:00,2022-11-21 19:16:00,2022-11-21 21:16:00,2022-11-22 01:07:00,2022-11-22 01:07:00,2022-11-22 05:08:00,2022-11-22 05:08:00,2022-11-22 09:11:00,2022-11-22 09:11:00,2022-11-22 13:04:00,0.5454
2022-11-21,221121323,2022-11-21 08:00:00,2022-11-21 11:57:00,2022-11-21 11:57:00,2022-11-21 16:02:00,2022-11-21 19:16:00,2022-11-22 19:03:00,2022-11-22 21:03:00,2022-11-23 01:13:00,2022-11-23 01:13:00,2022-11-23 05:15:00,2022-11-23 05:15:00,2022-11-23 09:12:00,2022-11-23 09:12:00,2022-11-23 13:12:00,0.3911
2022-11-22,221122324,2022-11-22 08:00:00,2022-11-22 11:57:00,2022-11-22 11:57:00,2022-11-22 15:46:00,2022-11-22 19:03:00,2022-11-23 18:45:00,2022-11-23 20:45:00,2022-11-24 00:49:00,2022-11-24 00:49:00,2022-11-24 04:57:00,2022-11-24 04:57:00,2022-11-24 08:51:00,2022-11-24 08:51:00,2022-11-24 12:42:00,0.7794
2022-11-23,221123325,2022-11-23 08:00:00,2022-11-23 11:48:00,2022-11-23 11:48:00,2022-11-23 15:37:00,2022-11-23 18:45:00,2022-11-24 18:53:00,2022-11-24 20:53:00,2022-11-25 00:51:00,2022-11-25 00:51:00,2022-11-25 04:43:00,2022-11-25 04:43:00,2022-11-25 08:44:00,2022-11-25 08:44:00,2022-11-25 12:54:00,0.601
2022-11-24,221124326,2022-11-24 08:00:00,2022-11-24 12:11:00,2022-11-24 12:11:00,2022-11-24 16:09:00,2022-11-24 18:53:00,2022-11-25 18:46:00,2022-11-25 20:46:00,2022-11-26 00:40:00,2022-11-26 00:40:00,2022-11-26 04:37:00,2022-11-26 04:37:00,2022-11-26 08:41:00,2022-11-26 08:41:00,2022-11-26 12:45:00,0.5235
2022-11-25,221125327,2022-11-25 08:00:00,2022-11-25 12:09:00,2022-11-25 12:09:00,2022-11-25 16:10:00,2022-11-25 18:46:00,2022-11-26 19:10:00,2022-11-26 21:10:00,2022-11-27 01:14:00,2022-11-27 01:14:00,2022-11-27 05:23:00,2022-11-27 05:23:00,2022-11-27 09:18:00,2022-11-27 09:18:00,2022-11-27 13:07:00,0.241
2022-11-26,221126328,2022-11-26 08:00:00,2022-11-26 11:50:00,2022-11-26 11:50:00,2022-11-26 15:54:00,2022-11-26 19:10:00,2022-11-27 18:49:00,2022-11-27 20:49:00,2022-11-28 00:51:00,2022-11-28 00:51:00,2022-11-28 04:42:00,2022-11-28 04:42:00,2022-11-28 08:31:00,2022-11-28 08:31:00,2022-11-28 12:36:00,0.6488
2022-11-27,221127329,2022-11-27 08:00:00,2022-11-27 11:53:00,2022-11-27 11:53:00,2022-11-27 15:43:00,2022-11-27 18:49:00,2022-11-28 18:35:00,2022-11-28 20:35:00,2022-11-29 00:45:00,2022-11-29 00:45:00,2022-11-29 04:52:00,2022-11-29 04:52:00,2022-11-29 08:52:00,2022-11-29 08:52:00,2022-11-29 12:58:00,0.5323
2022-11-28,221128330,2022-11-28 08:00:00,2022-11-28 12:04:00,2022-11-28 12:04:00,2022-11-28 16:00:00,2022-11-28 18:35:00,2022-11-29 18:22:00,2022-11-29 20:22:00,2022-11-30 00:19:00,2022-11-30 00:19:00,2022-11-30 04:29:00,2022-11-30 04:29:00,2022-11-30 08:20:00,2022-11-30 08:20:00,2022-11-30 12:29:00,0.546
2022-11-29,221129331,2022-11-29 08:00:00,2022-11-29 11:56:00,2022-11-29 11:56:00,2022-11-29 15:54:00,2022-11-29 18:22:00,2022-11-30 18:02:00,2022-11-30 20:02:00,2022-12-01 00:12:00,2022-12-01 00:12:00,2022-12-01 04:05:00,2022-12-01 04:05:00,2022-12-01 07:56:00,2022-12-01 07:56:00,2022-12-01 11:59:00,0.4319
2022-11-30,221130332,2022-11-30 08:00:00,2022-11-30 11:52:00,2022-11-30 11:52:00,2022-11-30 15:48:00,2022-11-30 18:02:00,2022-12-01 18:13:00,2022-12-01 20:13:00,2022-12-02 00:05:00,2022-12-02 00:05:00,2022-12-02 04:15:00,2022-12-02 04:15:00,2022-12-02 08:26:00,2022-12-02 08:26:00,2022-12-02 12:21:00,0.4898
2022-12-01,221201333,2022-12-01 08:00:00,2022-12-01 11:58:00,2022-12-01 11:58:00,2022-12-01 16:07:00,2022-12-01 18:13:00,2022-12-02 18:13:00,2022-12-02 20:13:00,2022-12-03 00:24:00,2022-12-03 00:24:00,2022-12-03 04:32:00,2022-12-03 04:32:00,2022-12-03 08:29:00,2022-12-03 08:29:00,2022-12-03 12:22:00,0.4981
2022-12-02,221202334,2022-12-02 08:00:00,2022-12-02 12:00:00,2022-12-02 12:00:00,2022-12-02 15:51:00,2022-12-02 18:13:00,2022-12-03 18:26:00,2022-12-03 20:26:00,2022-12-04 00:25:00,2022-12-04 00:25:00,2022-12-04 04:34:00,2022-12-04 04:34:00,2022-12-04 08:42:00,2022-12-04 08:42:00,2022-12-04 12:47:00,0.4722
2022-12-03,221203335,2022-12-03 08:00:00,2022-12-03 12:10:00,2022-12-03 12:10:00,2022-12-03 16:21:00,2022-12-03 18:26:00,2022-12-04 18:53:00,2022-12-04 20:53:00,2022-12-05 00:42:00,2022-12-05 00:42:00,2022-12-05 04:36:00,2022-12-05 04:36:00,2022-12-05 08:28:00,2022-12-05 08:28:00,2022-12-05 12:31:00,0.794
2022-12-04,221204336,2022-12-04 08:00:00,2022-12-04 11:48:00,2022-12-04 11:48:00,2022-12-04 15:53:00,2022-12-04 18:53:00,2022-12-05 18:54:00,2022-12-05 20:54:00,2022-12-06 00:58:00,2022-12-06 00:58:00,2022-12-06 04:50:00,2022-12-06 04:50:00,2022-12-06 08:45:00,2022-12-06 08:45:00,2022-12-06 12:36:00,0.6756
2022-12-05,221205337,2022-12-05 08:00:00,2022-12-05 12:02:00,2022-12-05 12:02:00,2022-12-05 16:09:00,2022-12-05 18:54:00,2022-12-06 18:27:00,2022-12-06 20:27:00,2022-12-07 00:34:00,2022-12-07 00:34:00,2022-12-07 04:25:00,2022-12-07 04:25:00,2022-12-07 08:18:00,2022-12-07 08:18:00,2022-12-07 12:28:00,0.4799
2022-12-06,221206338,2022-12-06 08:00:00,2022-12-06 12:11:00,2022-12-06 12:11:00,2022-12-06 16:17:00,2022-12-06 18:27:00,2022-12-07 18:54:00,2022-12-07 20:54:00,2022-12-08 00:44:00,2022-12-08 00:44:00,2022-12-08 04:54:00,2022-12-08 04:54:00,2022-12-08 09:04:00,2022-12-08 09:04:00,2022-12-08 12:59:00,0.3878
2022-12-07,221207339,2022-12-07 08:00:00,2022-12-07 12:10:00,2022-12-07 12:10:00,2022-12-07 16:16:00,2022-12-07 18:54:00,2022-12-08 19:08:00,2022-12-08 21:08:00,2022-12-09 01:16:00,2022-12-09 01:16:00,2022-12-09 05:25:00,2022-12-09 05:25:00,2022-12-09 09:31:00,2022-12-09 09:31:00,2022-12-09 13:39:00,0.232
2022-12-08,221208340,2022-12-08 08:00:00,2022-12-08 12:00:00,2022-12-08 12:00:00,2022-12-08 16:11:00,2022-12-08 19:08:00,2022-12-09 18:56:00,2022-12-09 20:56:00,2022-12-10 00:54:00,2022-12-10 00:54:00,2022-12-10 04:43:00,2022-12-10 04:43:00,2022-12-10 08:32:00,2022-12-10 08:32:00,2022-12-10 12:36:00,0.432
2022-12-09,221209341,2022-12-09 08:00:00,2022-12-09 12:08:00,2022-12-09 12:08:00,2022-12-09 16:10:00,2022-12-09 18:56:00,2022-12-10 18:50:00,2022-12-10 20:50:00,2022-12-11 00:54:00,2022-12-11 00:54:00,2022-12-11 04:48:00,2022-12-11 04:48:00,2022-12-11 08:51:00,2022-12-11 08:51:00,2022-12-11 12:57:00,0.58
2022-12-10,221210342,2022-12-10 08:00:00,2022-12-10 11:52:00,2022-12-10 11:52:00,2022-12-10 15:57:00,2022-12-10 18:50:00,2022-12-11 19:16:00,2022-12-11 21:16:00,2022-12-12 01:09:00,2022-12-12 01:09:00,2022-12-12 05:09:00,2022-12-12 05:09:00,2022-12-12 09:17:00,2022-12-12 09:17:00,2022-12-12 13:28:00,0.6123
